Exchange,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
Nasdaq,FLWS,"1-800 FLOWERS.COM, Inc.",9.28,$607.21M,1999,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/flws
Nasdaq,SRCE,1st Source Corporation,35.34,$914.14M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/srce
Nasdaq,VNET,"21Vianet Group, Inc.",9.37,$1.07B,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/vnet
Nasdaq,TWOU,"2U, Inc.",35.79,$1.68B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twou
Nasdaq,JOBS,"51job, Inc.",33.33,$1.98B,2004,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/jobs
Nasdaq,CAFD,8point3 Energy Partners LP,15.56,$1.1B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cafd
Nasdaq,EGHT,8x8 Inc,13.48,$1.21B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eght
Nasdaq,AVHI,"A V Homes, Inc.",16.08,$364.44M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/avhi
Nasdaq,SHLM,"A. Schulman, Inc.",26.51,$780.17M,1972,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shlm
Nasdaq,AAON,"AAON, Inc.",28.99,$1.53B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aaon
Nasdaq,ABAX,"ABAXIS, Inc.",49.5,$1.12B,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/abax
Nasdaq,ABMD,"ABIOMED, Inc.",117.43,$5.05B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/abmd
Nasdaq,ACIA,"Acacia Communications, Inc.",113.14,$4.05B,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/acia
Nasdaq,ACTG,Acacia Research Corporation,7,$352.68M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/actg
Nasdaq,ACHC,"Acadia Healthcare Company, Inc.",51.61,$4.51B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/achc
Nasdaq,ACAD,ACADIA Pharmaceuticals Inc.,31.59,$3.6B,1985,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acad
Nasdaq,ACST,"Acasti Pharma, Inc.",1.345,$14.41M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acst
Nasdaq,ARAY,Accuray Incorporated,5.42,$442.13M,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/aray
Nasdaq,OILD,AccuShares S&P GSCI Crude Oil Excess Return Down Shares,23.15,$2.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oild
Nasdaq,OILU,AccuShares S&P GSCI Crude Oil Excess Return Up Shares,25.25,$2.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oilu
Nasdaq,VXDN,AccuShares Spot CBOE VIX Down Shares,4.42,"$567,329.10 ",n/a,n/a,n/a,http://www.nasdaq.com/symbol/vxdn
Nasdaq,VXUP,AccuShares Spot CBOE VIX Up Shares,4.3001,"$551,939.34 ",n/a,n/a,n/a,http://www.nasdaq.com/symbol/vxup
Nasdaq,ACET,Aceto Corporation,20,$592.97M,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/acet
Nasdaq,ACHN,"Achillion Pharmaceuticals, Inc.",8.12,$1.11B,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/achn
Nasdaq,ACIW,"ACI Worldwide, Inc.",19.54,$2.29B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/aciw
Nasdaq,ACRS,"Aclaris Therapeutics, Inc.",20.86,$446.73M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrs
Nasdaq,ACOR,"Acorda Therapeutics, Inc.",24.27,$1.12B,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/acor
Nasdaq,ACTS,"Actions Semiconductor Co., Ltd.",2.05,$90.81M,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/acts
Nasdaq,ATVI,"Activision Blizzard, Inc",42.8,$31.73B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atvi
Nasdaq,ACTA,Actua Corporation,10.59,$418.39M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acta
Nasdaq,ACXM,Acxiom Corporation,26.405,$2.04B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm
Nasdaq,ADAP,Adaptimmune Therapeutics plc,6.62,$468.6M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adap
Nasdaq,ADUS,Addus HomeCare Corporation,24.87,$285.1M,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/adus
Nasdaq,ADBE,Adobe Systems Incorporated,103.57,$51.61B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adbe
Nasdaq,ADTN,"ADTRAN, Inc.",18.83,$911.35M,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/adtn
Nasdaq,ADRO,"Aduro Biotech, Inc.",14.49,$938.29M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adro
Nasdaq,AAAP,Advanced Accelerator Applications S.A.,34.63,$1.36B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aaap
Nasdaq,AEIS,"Advanced Energy Industries, Inc.",45.39,$1.8B,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeis
Nasdaq,AITP,Advanced Inhalation Therapies (AIT) Ltd.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aitp
Nasdaq,ADXSW,"Advaxis, Inc.",7.55,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw
Nasdaq,MAUI,AdvisorShares Market Adaptive Unconstrained Income ETF,24.0741,$1.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/maui
Nasdaq,YPRO,AdvisorShares YieldPro ETF,23.6899,$18.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ypro
Nasdaq,AEGR,"Aegerion Pharmaceuticals, Inc.",1.6,$47.22M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aegr
Nasdaq,AEGN,Aegion Corp,19.01,$657.76M,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/aegn
Nasdaq,AEPI,AEP Industries Inc.,111.39,$569.63M,1986,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/aepi
Nasdaq,AVAV,"AeroVironment, Inc.",24.83,$579.91M,2007,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/avav
Nasdaq,AGYS,"Agilysys, Inc.",11.56,$265.18M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys
Nasdaq,AGIO,"Agios Pharmaceuticals, Inc.",36.35,$1.38B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio
Nasdaq,AGFS,"AgroFresh Solutions, Inc.",5.92,$295.83M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs
Nasdaq,AGFSW,"AgroFresh Solutions, Inc.",0.89,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw
Nasdaq,AIMT,"Aimmune Therapeutics, Inc.",14.7,$621.14M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aimt
Nasdaq,AIRM,Air Methods Corporation,35.79,$1.36B,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/airm
Nasdaq,ATSG,"Air Transport Services Group, Inc",14.5,$865.05M,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg
Nasdaq,AMCN,AirMedia Group Inc,3.02,$187.84M,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn
Nasdaq,AIXG,Aixtron SE,6.11,$681.76M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aixg
Nasdaq,AKAM,"Akamai Technologies, Inc.",55.33,$9.67B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam
Nasdaq,AKRX,"Akorn, Inc.",26.47,$3.34B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx
Nasdaq,ALRM,"Alarm.com Holdings, Inc.",28,$1.28B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/alrm
Nasdaq,ALSK,"Alaska Communications Systems Group, Inc.",1.73,$88.82M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk
Nasdaq,AMRI,"Albany Molecular Research, Inc.",14.65,$628.04M,1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/amri
Nasdaq,ABDC,Alcentra Capital Corp.,12.68,$171.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abdc
Nasdaq,ALXN,"Alexion Pharmaceuticals, Inc.",123.67,$27.73B,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn
Nasdaq,ALCO,"Alico, Inc.",28.16,$234.17M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco
Nasdaq,ALGN,"Align Technology, Inc.",95.78,$7.67B,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn
Nasdaq,ALKS,Alkermes plc,45.12,$6.84B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks
Nasdaq,ALGT,Allegiant Travel Company,136.37,$2.25B,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt
Nasdaq,AHGP,"Alliance Holdings GP, L.P.",25.18,$1.51B,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp
Nasdaq,ARLP,"Alliance Resource Partners, L.P.",20.83,$1.55B,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp
Nasdaq,ALLT,Allot Communications Ltd.,5.28,$177.19M,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt
Nasdaq,MDRX,"Allscripts Healthcare Solutions, Inc.",12.88,$2.4B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx
Nasdaq,AFAM,Almost Family Inc,36.63,$380.49M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam
Nasdaq,ALNY,"Alnylam Pharmaceuticals, Inc.",69.17,$5.93B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny
Nasdaq,AOSL,Alpha and Omega Semiconductor Limited,21.59,$491.3M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl
Nasdaq,GOOG,Alphabet Inc.,771.46,$530.2B,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog
Nasdaq,GOOGL,Alphabet Inc.,796.87,$547.67B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl
Nasdaq,SMCP,AlphaMark Actively Managed Small Cap ETF,22.32,$24.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smcp
Nasdaq,ATEC,"Alphatec Holdings, Inc.",4.49,$3.2M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec
Nasdaq,ASPS,Altisource Portfolio Solutions S.A.,33.9,$622.05M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps
Nasdaq,AIMC,Altra Industrial Motion Corp.,28.72,$743.97M,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc
Nasdaq,AMAG,"AMAG Pharmaceuticals, Inc.",23.66,$808.08M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag
Nasdaq,AMRN,Amarin Corporation PLC,2.92,$541.03M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn
Nasdaq,AMRK,"A-Mark Precious Metals, Inc.",17.38,$121.61M,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk
Nasdaq,AYA,Amaya Inc.,15.44,$2.24B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aya
Nasdaq,AMZN,"Amazon.com, Inc.",772.44,$366.19B,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn
Nasdaq,AMBC,"Ambac Financial Group, Inc.",18.23,$822.57M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc
Nasdaq,AMBCW,"Ambac Financial Group, Inc.",8.64,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw
Nasdaq,AMBA,"Ambarella, Inc.",66.99,$2.2B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba
Nasdaq,AMCX,AMC Networks Inc.,54.87,$3.92B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx
Nasdaq,DOX,Amdocs Limited,60.91,$9.01B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox
Nasdaq,AMED,Amedisys Inc,49.49,$1.66B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed
Nasdaq,UHAL,Amerco,347.74,$6.82B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal
Nasdaq,ATAX,"America First Multifamily Investors, L.P.",5.9901,$360.92M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
Nasdaq,AMOV,"America Movil, S.A.B. de C.V.",11.96,$39.47B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
Nasdaq,AAL,"American Airlines Group, Inc.",36.53,$19.36B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal
Nasdaq,AGNC,American Capital Agency Corp.,19.57,$6.48B,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc
Nasdaq,AGNCB,American Capital Agency Corp.,26.27,$9.1B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncb
Nasdaq,AGNCP,American Capital Agency Corp.,26.24,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncp
Nasdaq,MTGE,American Capital Mortgage Investment Corp.,17.34,$794.13M,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mtge
Nasdaq,MTGEP,American Capital Mortgage Investment Corp.,25.7,$51.4M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mtgep
Nasdaq,ACSF,"American Capital Senior Floating, Ltd.",11.31,$113.1M,2014,n/a,n/a,http://www.nasdaq.com/symbol/acsf
Nasdaq,ACAS,"American Capital, Ltd.",17.05,$3.67B,1997,n/a,n/a,http://www.nasdaq.com/symbol/acas
Nasdaq,AMNB,"American National Bankshares, Inc.",26.94,$231.93M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
Nasdaq,ANAT,American National Insurance Company,116,$3.12B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat
Nasdaq,APEI,"American Public Education, Inc.",20.8,$334.31M,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei
Nasdaq,ARII,"American Railcar Industries, Inc.",41.04,$796.15M,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii
Nasdaq,AMRB,American River Bankshares,10.43,$69.43M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb
Nasdaq,ASEI,"American Science and Engineering, Inc.",37.13,$265.04M,n/a,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/asei
Nasdaq,AMSWA,"American Software, Inc.",10.47,$303.58M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa
Nasdaq,AMSC,American Superconductor Corporation,7.14,$101.31M,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc
Nasdaq,AMWD,American Woodmark Corporation,87.77,$1.43B,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd
Nasdaq,CRMT,"America&#39;s Car-Mart, Inc.",40.87,$327.65M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
Nasdaq,ABCB,Ameris Bancorp,35.25,$1.23B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb
Nasdaq,AMSF,"AMERISAFE, Inc.",60.72,$1.17B,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf
Nasdaq,ASRVP,AmeriServ Financial Inc.,27.2999,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
Nasdaq,AMGN,Amgen Inc.,169.77,$127.05B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn
Nasdaq,AMKR,"Amkor Technology, Inc.",9.25,$2.2B,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr
Nasdaq,AMPH,"Amphastar Pharmaceuticals, Inc.",18.56,$837.45M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph
Nasdaq,IBUY,Amplify Online Retail ETF,27.6028,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibuy
Nasdaq,AMSG,Amsurg Corp.,67.29,$3.69B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amsg
Nasdaq,AMSGP,Amsurg Corp.,128.01,$220.82M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amsgp
Nasdaq,ASYS,"Amtech Systems, Inc.",5.39,$71.01M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys
Nasdaq,AFSI,"AmTrust Financial Services, Inc.",26.57,$4.53B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi
Nasdaq,AMRS,"Amyris, Inc.",0.4103,$96.43M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs
Nasdaq,ADI,"Analog Devices, Inc.",63.15,$19.42B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi
Nasdaq,ALOG,Analogic Corporation,91,$1.13B,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog
Nasdaq,ANDAU,Andina Acquisition Corp. II,10.3,$17M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andau
Nasdaq,ANGI,"Angie&#39;s List, Inc.",10.35,$608.38M,2011,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi
Nasdaq,ANGO,"AngioDynamics, Inc.",16.75,$610.08M,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango
Nasdaq,ANIK,Anika Therapeutics Inc.,47.89,$707.7M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik
Nasdaq,ANSS,"ANSYS, Inc.",95.66,$8.34B,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/anss
Nasdaq,ABAC,"Aoxin Tianli Group, Inc.",0.6617,$21.14M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/abac
Nasdaq,APIC,Apigee Corporation,15.91,$476.45M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/apic
Nasdaq,APOG,"Apogee Enterprises, Inc.",48.49,$1.4B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/apog
Nasdaq,APOL,"Apollo Education Group, Inc.",8.9,$968.14M,1994,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apol
Nasdaq,AINV,Apollo Investment Corporation,6.09,$1.37B,2004,n/a,n/a,http://www.nasdaq.com/symbol/ainv
Nasdaq,AMEH,"Apollo Medical Holdings, Inc.",5.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ameh
Nasdaq,APPF,"AppFolio, Inc.",18.45,$620.77M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/appf
Nasdaq,AAPL,Apple Inc.,107.73,$580.5B,1980,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl
Nasdaq,AMAT,"Applied Materials, Inc.",30.02,$32.45B,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat
Nasdaq,AMCC,Applied Micro Circuits Corporation,7.16,$611.22M,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/amcc
Nasdaq,AREX,Approach Resources Inc.,3.56,$148.14M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex
Nasdaq,APVO,Aptevo Therapeutics Inc.,2.65,$53.61M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apvo
Nasdaq,APTO,"Aptose Biosciences, Inc.",2.2,$28.3M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto
Nasdaq,AUMAU,AR Capital Acquisition Corp.,9.9997,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/aumau
Nasdaq,AUMAW,AR Capital Acquisition Corp.,0.0736,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/aumaw
Nasdaq,ARLZ,Aralez Pharmaceuticals Inc.,5,$319.8M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz
Nasdaq,ABUS,Arbutus Biopharma Corporation,3.76,$206.04M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus
Nasdaq,ARCB,ArcBest Corporation,18.7,$481.52M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb
Nasdaq,ACGL,Arch Capital Group Ltd.,81.75,$10.02B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl
Nasdaq,APLP,"Archrock Partners, L.P.",15,$900.54M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp
Nasdaq,ACAT,Arctic Cat Inc.,14.49,$189.06M,1990,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/acat
Nasdaq,ARNA,"Arena Pharmaceuticals, Inc.",1.57,$381.91M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna
Nasdaq,ARCC,Ares Capital Corporation,16.39,$5.15B,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc
Nasdaq,AGII,"Argo Group International Holdings, Ltd.",56.705,$1.7B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii
Nasdaq,AGIIL,"Argo Group International Holdings, Ltd.",26.2,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil
Nasdaq,ARIA,"ARIAD Pharmaceuticals, Inc.",10.12,$1.95B,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aria
Nasdaq,ARMH,ARM Holdings plc,67.77,$31.91B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/armh
Nasdaq,ARWAR,Arowana Inc.,0.26,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/arwar
Nasdaq,ARWAU,Arowana Inc.,10.35,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/arwau
Nasdaq,ARRS,ARRIS International plc,28.45,$5.42B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
Nasdaq,DWAT,Arrow DWA Tactical ETF,10.36,$9.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat
Nasdaq,AROW,Arrow Financial Corporation,32.7,$426.04M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
Nasdaq,ARWR,"Arrowhead Pharmaceuticals, Inc.",7.15,$434.36M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr
Nasdaq,ARTNA,Artesian Resources Corporation,27.18,$247.53M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
Nasdaq,PUMP,"Asante Solutions, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pump
Nasdaq,ASNA,"Ascena Retail Group, Inc.",7.79,$1.51B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
Nasdaq,ASND,Ascendis Pharma A/S,19.4,$487.49M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd
Nasdaq,ASCMA,"Ascent Capital Group, Inc.",23.3,$287.2M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
Nasdaq,APWC,Asia Pacific Wire & Cable Corporation Limited,2.34,$32.34M,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
Nasdaq,ASML,ASML Holding N.V.,107.86,$45.72B,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
Nasdaq,AZPN,"Aspen Technology, Inc.",45.92,$3.66B,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
Nasdaq,ASFI,"Asta Funding, Inc.",11.92,$141.21M,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
Nasdaq,ASTE,"Astec Industries, Inc.",58.87,$1.36B,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
Nasdaq,ATRO,Astronics Corporation,45.03,$1.14B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
Nasdaq,ATAI,ATA Inc.,4.48,$102.71M,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
Nasdaq,ATRA,"Atara Biotherapeutics, Inc.",19.7,$567.58M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra
Nasdaq,ATHN,"athenahealth, Inc.",123.61,$4.86B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
Nasdaq,ACBI,"Atlantic Capital Bancshares, Inc.",15.38,$382.02M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi
Nasdaq,ABY,Atlantica Yield plc,19.02,$1.91B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby
Nasdaq,ATLC,Atlanticus Holdings Corporation,3.0801,$46.84M,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
Nasdaq,AAWW,Atlas Air Worldwide Holdings,38.86,$964.91M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
Nasdaq,TEAM,Atlassian Corporation Plc,30.1,$6.51B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team
Nasdaq,ATNI,"ATN International, Inc.",65.31,$1.05B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
Nasdaq,ATRI,ATRION Corporation,462.93,$844.51M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
Nasdaq,LIFE,"aTyr Pharma, Inc.",2.9,$68.78M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life
Nasdaq,AUDC,AudioCodes Ltd.,5.7,$215.7M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
Nasdaq,AUPH,Aurinia Pharmaceuticals Inc,2.05,$72.34M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph
